QUOTE,LIKES,AUTHOR,TITLE,TAGS,processed_quote,original_quote,topic,topic_prob,sentiment_label,sentiment_score,sentiment_value,primary_emotion,emotion_score,perplexity,log_perplexity,surprise_score,sentiment_bin
"The town has a sense, not of history, but of time, and the telephone poles seem to know this. If you lay your hand against one, you can feel the vibration from the wires deep within the wood, as if souls had been imprisoned in there and were struggling to get out.",54,Stephen King,'Salem's Lot,,town sense history time telephone poles seem know lay hand one feel vibration wires deep within wood souls imprisoned struggling get,"The town has a sense, not of history, but of time, and the telephone poles seem to know this. If you lay your hand against one, you can feel the vibration from the wires deep within the wood, as if souls had been imprisoned in there and were struggling to get out.",-1,0.0,POSITIVE,0.9210926294326782,0.9210926294326782,caring,0.1097835749387741,34.280399322509766,1.5350458722521059,0.27203261865749906,Very Positive
"Never forget that God is your friend. And like all friends, He longs to hear what's been happening in your life. Good or bad, whether it's been full of sorrow or anger, or even when you're questioning why terrible things have to happen.",506,Nicholas Sparks,The Last Song,[],never forget god friend friends longs hear what's happening life good bad whether full sorrow anger even questioning terrible things happen,"Never forget that God is your friend. And like all friends, He longs to hear what's been happening in your life. Good or bad, whether it's been full of sorrow or anger, or even when you're questioning why terrible things have to happen.",0,0.503186447045748,POSITIVE,0.98125559091568,0.98125559091568,sadness,0.1492564231157302,30.17484474182129,1.4796450442062137,0.24610262522414497,Very Positive
"We tend to forget at times that it is the little ones, the children, who do suffer the greatest hurt. If we cannot comprehend why certain sorrows are visited upon us, how on earth can they?",73,Sharon Kay Penman,The Sunne in Splendour,['pain'],tend forget times little ones children suffer greatest hurt cannot comprehend certain sorrows visited upon us earth,"We tend to forget at times that it is the little ones, the children, who do suffer the greatest hurt. If we cannot comprehend why certain sorrows are visited upon us, how on earth can they?",-1,0.0,NEGATIVE,0.990490198135376,-0.990490198135376,sadness,0.3010960519313812,34.15178680419922,1.533413430679445,0.2712685651089786,Very Negative
How in the name of Merlin's pants have you managed to get your hands on those Horcrux books?,197,J.K. Rowling,Harry Potter and the Deathly Hallows,['humor'],name merlin's pants managed get hands horcrux books,How in the name of Merlin's pants have you managed to get your hands on those Horcrux books?,-1,0.0,NEGATIVE,0.9961732029914856,-0.9961732029914856,curiosity,0.2227204293012619,33.657039642333984,1.5270759142678925,0.2683023322072032,Very Negative
"I didn't let her go. She went. It's not my fault.
She did it.
She could undo it. 
This is feeling so fucking famliar.
Why do we even bother? Why do we make ourselves so open to such easy damage? Is it all loneliness? Is it all fear? Of is it just to experience those narcotic moments of belonging with someone else?",95,David Levithan,Nick & Norah's Infinite Playlist,"['loneliness', 'rant']",let go went fault undo feeling fucking famliar even bother make open easy damage loneliness fear experience narcotic moments belonging someone else,"I didn't let her go. She went. It's not my fault.
She did it.
She could undo it. 
This is feeling so fucking famliar.
Why do we even bother? Why do we make ourselves so open to such easy damage? Is it all loneliness? Is it all fear? Of is it just to experience those narcotic moments of belonging with someone else?",-1,0.0,NEGATIVE,0.9951778650283812,-0.9951778650283812,confusion,0.2071725726127624,50.94807052612305,1.7071277413213484,0.35257440643129395,Very Negative
"Beyond the edge of the world there’s a space where emptiness and substance neatly overlap, where past and future form a continuous, endless loop. And, hovering about, there are signs no one has ever read, chords no one has ever heard.",306,Haruki Murakami,Kafka on the Shore,"['edge', 'emptiness', 'loop', 'signs', 'space', 'substance', 'world']",beyond edge world space emptiness substance neatly overlap past future form continuous endless loop hovering signs one ever read chords one ever heard,"Beyond the edge of the world there’s a space where emptiness and substance neatly overlap, where past and future form a continuous, endless loop. And, hovering about, there are signs no one has ever read, chords no one has ever heard.",-1,0.0,POSITIVE,0.9771735668182372,0.9771735668182372,confusion,0.1949668675661087,87.16708374023438,1.9403525164834279,0.46173372952730685,Very Positive
"Xenophilius Lovegood,"" he said, extending a hand to Harry. ""My daughter and I live over the hill, so kind of the Weasleys to invite us. I think you know my Luna?"" he added to Ron.
""Yes"" said Ron. ""Isn't she with you?""
""She lingered in that charming little garden to say hello to the gnomes, such a glorious infestation! How few wizards realize just how much we can learn from the wise little gnomes — or, to give then their correct names, the 
.""
""Ours do know a lot of excellent swear words,"" said Ron, ""but I think Fred and George taught them those.",593,J.K. Rowling,Harry Potter and the Deathly Hallows,[],xenophilius lovegood extending hand harry daughter live hill kind weasleys invite us think know luna added ron yes ron lingered charming little garden hello gnomes glorious infestation wizards realize much learn wise little gnomes give correct names know lot excellent swear words ron think fred george taught,"Xenophilius Lovegood,"" he said, extending a hand to Harry. ""My daughter and I live over the hill, so kind of the Weasleys to invite us. I think you know my Luna?"" he added to Ron.
""Yes"" said Ron. ""Isn't she with you?""
""She lingered in that charming little garden to say hello to the gnomes, such a glorious infestation! How few wizards realize just how much we can learn from the wise little gnomes — or, to give then their correct names, the 
.""
""Ours do know a lot of excellent swear words,"" said Ron, ""but I think Fred and George taught them those.",0,0.98166856101115,POSITIVE,0.9993937015533448,0.9993937015533448,excitement,0.1508263200521469,54.60637664794922,1.7372433603112643,0.36666982395832154,Very Positive
"Jem told me what Ragnor Fell said about my father,” Will said. “That for my father, there was only ever one woman he loved, and it was her for him, or nothing. You are that for me. I love you, and I will only ever love you until I die —",618,Cassandra Clare,Clockwork Princess,"['tessa-gray', 'will-herondale']",jem told ragnor fell father father ever one woman loved nothing love ever love die,"Jem told me what Ragnor Fell said about my father,” Will said. “That for my father, there was only ever one woman he loved, and it was her for him, or nothing. You are that for me. I love you, and I will only ever love you until I die —",-1,0.0,POSITIVE,0.9989466071128844,0.9989466071128844,caring,0.1337608247995376,55.661781311035156,1.7455571006896202,0.37056101549861414,Very Positive
I believe in some blending of hope and sunshine sweetening the worst lots. I believe that this life is not all; neither the beginning nor the end. I believe while I tremble; I trust while I weep.,260,Charlotte Bronte,Villette,[],believe blending hope sunshine sweetening worst lots believe life neither beginning end believe tremble trust weep,I believe in some blending of hope and sunshine sweetening the worst lots. I believe that this life is not all; neither the beginning nor the end. I believe while I tremble; I trust while I weep.,-1,0.0,POSITIVE,0.9740167260169984,0.9740167260169984,optimism,0.1004312708973884,90.70255279541016,1.9576195103165275,0.46981543249996194,Very Positive
"He didn't know of course. Not really. And yet that was what he said, and I was soothed to hear it. For I knew what he meant. We all have our sorrows, and although the exact delineaments, weight, and dimensions of grief are different for everyone, the color of grief is common to us all. ""I know,"" he said, because he was human, and therefore, in a way, he did.",50,Diane Setterfield,The Thirteenth Tale,,know course really yet soothed hear knew meant sorrows although exact delineaments weight dimensions grief different everyone color grief common us know human therefore way,"He didn't know of course. Not really. And yet that was what he said, and I was soothed to hear it. For I knew what he meant. We all have our sorrows, and although the exact delineaments, weight, and dimensions of grief are different for everyone, the color of grief is common to us all. ""I know,"" he said, because he was human, and therefore, in a way, he did.",0,1.0,POSITIVE,0.9972761273384094,0.9972761273384094,sadness,0.1796541512012481,26.654438018798828,1.4257695303084592,0.22088654505238062,Very Positive
"She hated that will had this effect on her. Hated it. She knew better. She knew what he thought of her. That she was worth nothing. And still a look from him could make her tremble with mingled hatred and longing. It was like poison in her blood, to which Jem was the only antidote.",174,Cassandra Clare,Clockwork Prince,"['grey', 'herondale', 'james', 'jem', 'tessa', 'will', 'william']",hated effect hated knew better knew thought worth nothing still look make tremble mingled hatred longing poison blood jem antidote,"She hated that will had this effect on her. Hated it. She knew better. She knew what he thought of her. That she was worth nothing. And still a look from him could make her tremble with mingled hatred and longing. It was like poison in her blood, to which Jem was the only antidote.",0,0.5469846927240238,NEGATIVE,0.8730160593986511,-0.8730160593986511,disapproval,0.2106244713068008,37.060977935791016,1.5689168749535793,0.28788571884767655,Very Negative
Once she knows how to read there's only one thing you can teach her to believe in and that is herself.,89,Virginia Woolf,Monday or Tuesday,"['reading', 'teaching', 'women']",knows read there's one thing teach believe,Once she knows how to read there's only one thing you can teach her to believe in and that is herself.,-1,0.0,NEGATIVE,0.9972190856933594,-0.9972190856933594,realization,0.0973624810576438,24.888574600219727,1.396000024732923,0.2069531236340506,Very Negative
"That's what I love about fire, how it would kill me as quick as anybody else. How it can't know I'm its mother. It's so beautiful and powerful and beyond feeling anything for anybody, that's what I love about fire.",50,Chuck Palahniuk,Invisible Monsters,,that's love fire kill quick anybody else can't know mother beautiful powerful beyond feeling anything anybody that's love fire,"That's what I love about fire, how it would kill me as quick as anybody else. How it can't know I'm its mother. It's so beautiful and powerful and beyond feeling anything for anybody, that's what I love about fire.",-1,0.0,POSITIVE,0.9997069239616394,0.9997069239616394,love,0.150000512599945,37.32851028442383,1.5720406583387345,0.289347785129379,Very Positive
When two people were in love you had to leave them to it. Especially when you weren't in love and wished that you were. That could embarrass. That could hurt.,50,Irvine Welsh,Ecstasy,,two people love leave especially love wished embarrass hurt,When two people were in love you had to leave them to it. Especially when you weren't in love and wished that you were. That could embarrass. That could hurt.,-1,0.0,NEGATIVE,0.9944361448287964,-0.9944361448287964,disappointment,0.1564540416002273,29.72910499572754,1.473181834826611,0.24307756255481697,Very Negative
"Do people always fall in love with things they can't have?'
'Always,' Carol said, smiling, too.",257,Patricia Highsmith,The Price of Salt,"['forbidden-love', 'impossible-love', 'in-love', 'lesbian', 'love', 'patricia-highsmith', 'starcrossed-lovers', 'the-price-of-salt', 'unrequited-love']",people always fall love things can't ' 'always ' carol smiling,"Do people always fall in love with things they can't have?'
'Always,' Carol said, smiling, too.",-1,0.0,POSITIVE,0.9997643828392028,0.9997643828392028,caring,0.1083361580967903,49.970149993896484,1.6987106530532292,0.3486348435904733,Very Positive
"The main thing about ghosts – most of them have lost their voices. In Asphodel, millions of them wander around aimlessly, trying to remember who they were. You know why they end up like that? Because in life they never took a stand one way or another. They never spoke out, so they were never heard. Your voice is your identity. If you don’t use it,’ Nico said with a shrug, ‘you’re halfway to Asphodel already.’
…
He hated when his own advice applied to himself.",73,Rick Riordan,The Blood of Olympus,"['ghosts', 'wisdom']",main thing ghosts lost voices asphodel millions wander around aimlessly trying remember know end life never took stand one way another never spoke never heard voice identity use nico shrug halfway asphodel already hated advice applied,"The main thing about ghosts – most of them have lost their voices. In Asphodel, millions of them wander around aimlessly, trying to remember who they were. You know why they end up like that? Because in life they never took a stand one way or another. They never spoke out, so they were never heard. Your voice is your identity. If you don’t use it,’ Nico said with a shrug, ‘you’re halfway to Asphodel already.’
…
He hated when his own advice applied to himself.",-1,0.0,NEGATIVE,0.9978609681129456,-0.9978609681129456,disappointment,0.1584454625844955,37.817501068115234,1.5776928278357232,0.29199324591237874,Very Negative
"Once I saw Desjardins’ house, I hated him even more. It was a huge mansion on the other side of the Tuileries, on the rue des Pyramids.
“Pyramids Road?” Sadie said. “Obvious, much?”
“Maybe he couldn’t find a place on Stupid Evil Magician Street,” I suggested.",141,Rick Riordan,The Red Pyramid,,saw desjardins house hated even huge mansion side tuileries rue des pyramids pyramids road sadie obvious much maybe find place stupid evil magician street suggested,"Once I saw Desjardins’ house, I hated him even more. It was a huge mansion on the other side of the Tuileries, on the rue des Pyramids.
“Pyramids Road?” Sadie said. “Obvious, much?”
“Maybe he couldn’t find a place on Stupid Evil Magician Street,” I suggested.",-1,0.0,NEGATIVE,0.9987131357192992,-0.9987131357192992,disapproval,0.2110030949115753,57.21607971191406,1.757518097827699,0.3761592815929374,Very Negative
"Tell me what you want, what you really, really want,"" he said.
""Braiiinnnnssss,"" we said in unison.",77,Maureen Johnson,The Name of the Star,['zombie-spice-girls'],tell want really really want braiiinnnnssss unison,"Tell me what you want, what you really, really want,"" he said.
""Braiiinnnnssss,"" we said in unison.",0,1.0,POSITIVE,0.5762375593185425,0.5762375593185425,desire,0.2075497359037399,37.224082946777344,1.5708240072688053,0.2887783395927922,Positive
"I know what you want, and you don't need to take it. I can give it to you.",59,Krista Ritchie,Addicted to You,,know want take give,"I know what you want, and you don't need to take it. I can give it to you.",-1,0.0,POSITIVE,0.9997881054878236,0.9997881054878236,desire,0.2752401828765869,9.888240814208984,0.9951190345053205,0.01932341103214742,Very Positive
"It is our suffering that brings us together. It is not love. Love does not obey the mind, and turns to hate when forced. The bond that binds us is beyond choice. We are brothers. We are brothers in what we share. In pain, which each of us must suffer alone, in hunger, in poverty, in hope, we know our brotherhood. We know it, because we have had to learn it. We know that there is no help for us but from one another, that no hand will save us if we do not reach out our hand. And the hand that you reach out is empty, as mine is. You have nothing. You possess nothing. You own nothing. You are free. All you have is what you are, and what you give.",379,Ursula K. Le Guin,The Dispossessed,[],suffering brings us together love love obey mind turns hate forced bond binds us beyond choice brothers brothers share pain us suffer alone hunger poverty hope know brotherhood know learn know help us one another hand save us reach hand hand reach empty mine nothing possess nothing nothing free give,"It is our suffering that brings us together. It is not love. Love does not obey the mind, and turns to hate when forced. The bond that binds us is beyond choice. We are brothers. We are brothers in what we share. In pain, which each of us must suffer alone, in hunger, in poverty, in hope, we know our brotherhood. We know it, because we have had to learn it. We know that there is no help for us but from one another, that no hand will save us if we do not reach out our hand. And the hand that you reach out is empty, as mine is. You have nothing. You possess nothing. You own nothing. You are free. All you have is what you are, and what you give.",-1,0.0,POSITIVE,0.8668411374092102,0.8668411374092102,sadness,0.1844810247421264,20.179039001464844,1.3049004797255308,0.16431458036414773,Very Positive
"So as long as you can forget your body you are happy and the moment you begin to be aware of your body, you are wretched. So if civilization is any good, it has to help us forget our bodies, and then time passes happily without our knowing it. Help us get rid of our bodies altogether.",50,D.H. Lawrence,Lady Chatterley's Lover,,long forget body happy moment begin aware body wretched civilization good help us forget bodies time passes happily without knowing help us get rid bodies altogether,"So as long as you can forget your body you are happy and the moment you begin to be aware of your body, you are wretched. So if civilization is any good, it has to help us forget our bodies, and then time passes happily without our knowing it. Help us get rid of our bodies altogether.",-1,0.0,NEGATIVE,0.9989017248153688,-0.9989017248153688,realization,0.1107033714652061,31.396390914916992,1.496879727824132,0.25416920561295003,Very Negative
"Hey, Ocean Eyes,” my father said. “Where’d you go on us?",73,Alice Sebold,The Lovely Bones,['ocean-eyes'],hey ocean eyes father go us,"Hey, Ocean Eyes,” my father said. “Where’d you go on us?",1,1.0,POSITIVE,0.999123752117157,0.999123752117157,curiosity,0.1642981618642807,322.9676513671875,2.509159025314775,0.7279598773861112,Very Positive
"I was scared. Do you know what it's like to hold someone else's life in
your hands? It's like playing God. Can you think of anything scarier than
that?",62,Sidney Sheldon,Rage of Angels,,scared know hold someone else's life hands playing god think anything scarier,"I was scared. Do you know what it's like to hold someone else's life in
your hands? It's like playing God. Can you think of anything scarier than
that?",0,1.0,NEGATIVE,0.9823493361473083,-0.9823493361473083,fear,0.330831915140152,23.170513153076172,1.3649356521361784,0.19241364821722828,Very Negative
"Me neither,” Shane put in. “Homie don’t play that.”
“I wonder, sometimes, if your generation speaks English at all,” Amelie said.",121,Rachel Caine,Fade Out,"['funny', 'language', 'morganville-vampires', 'shane-collins']",neither shane put homie play wonder sometimes generation speaks english amelie,"Me neither,” Shane put in. “Homie don’t play that.”
“I wonder, sometimes, if your generation speaks English at all,” Amelie said.",0,0.7357559923772777,NEGATIVE,0.9662888050079346,-0.9662888050079346,curiosity,0.1475606262683868,126.96847534179688,2.103695904541708,0.5381855286994143,Very Negative
"There are a lot of people who will give money or materials, but very few who will give time and affection.",185,Daniel Keyes,Flowers for Algernon,,lot people give money materials give time affection,"There are a lot of people who will give money or materials, but very few who will give time and affection.",-1,0.0,POSITIVE,0.5292074680328369,0.5292074680328369,caring,0.1412468254566192,20.42850685119629,1.3102366245872101,0.16681212789372893,Positive
I am constantly torn between killing myself and killing everyone around me.,3417,David Levithan,"Will Grayson, Will Grayson",['suicide'],constantly torn killing killing everyone around,I am constantly torn between killing myself and killing everyone around me.,-1,0.0,NEGATIVE,0.9919816851615906,-0.9919816851615906,confusion,0.2600173056125641,44.25690460205078,1.6459810354100535,0.3239550926290218,Very Negative
"It is better to be small, colorful, sexy, careless, and peaceful...",137,Tom Robbins,Jitterbug Perfume,,better small colorful sexy careless peaceful,"It is better to be small, colorful, sexy, careless, and peaceful...",-1,0.0,POSITIVE,0.986850917339325,0.986850917339325,desire,0.1876223534345626,73.48277282714844,1.866185535777609,0.42702036168593616,Very Positive
"That’s the nice thing about dreams, the way you wake up before you fall.",168,Marya Hornbacher,Wasted: A Memoir of Anorexia and Bulimia,,nice thing dreams way wake fall,"That’s the nice thing about dreams, the way you wake up before you fall.",0,0.7073291532058162,POSITIVE,0.999625325202942,0.999625325202942,caring,0.1715565621852874,78.81407928466797,1.896603806442071,0.4412574333399937,Very Positive
"How marvelous books are, crossing worlds and centuries, defeating ignorance and, finally, cruel time itself.",2121,Gore Vidal,Julian,,marvelous books crossing worlds centuries defeating ignorance finally cruel time,"How marvelous books are, crossing worlds and centuries, defeating ignorance and, finally, cruel time itself.",0,1.0,POSITIVE,0.9995530247688292,0.9995530247688292,realization,0.1432360112667083,332.1277160644531,2.5213051189937388,0.7336447766998099,Very Positive
"I write because I am alone and move through the world alone. No one will know what has passed through me... I write because there are stories that people have forgotten to tell, because I am a woman trying to stand up in my life... I write out of hurt and how to make hurt okay; how to make myself strong and come home, and it may be the only real home I'll ever have.",78,Natalie Goldberg,Writing Down the Bones: Freeing the Writer Within,['writing'],write alone move world alone one know passed write stories people forgotten tell woman trying stand life write hurt make hurt okay make strong come home real home ever,"I write because I am alone and move through the world alone. No one will know what has passed through me... I write because there are stories that people have forgotten to tell, because I am a woman trying to stand up in my life... I write out of hurt and how to make hurt okay; how to make myself strong and come home, and it may be the only real home I'll ever have.",0,0.8389433788487205,NEGATIVE,0.961528778076172,-0.961528778076172,sadness,0.143484815955162,31.324880599975586,1.4958894242832486,0.25370570054961666,Very Negative
"Fuck, Avery. You think I don't want you? There's not a single part of you that I don't want, you understand? I want to be on you and inside of you. I want you against the wall, on the couch, in your bed, in my bed, and every fucking place I can possibly think of, and trust me, I have a vast imagination when it comes to these kinds of things. Don't ever doubt that I want you. That is not what this is about.",238,Jennifer L. Armentrout,Wait for You,,fuck avery think want there's single part want understand want inside want wall couch bed bed every fucking place possibly think trust vast imagination comes kinds things ever doubt want,"Fuck, Avery. You think I don't want you? There's not a single part of you that I don't want, you understand? I want to be on you and inside of you. I want you against the wall, on the couch, in your bed, in my bed, and every fucking place I can possibly think of, and trust me, I have a vast imagination when it comes to these kinds of things. Don't ever doubt that I want you. That is not what this is about.",-1,0.0,POSITIVE,0.9976710677146912,0.9976710677146912,desire,0.2343668937683105,13.095376014709473,1.1171179730757939,0.07642421236652568,Very Positive
"This was a few weeks ago,"" Annabeth said. ""Percy told me a crazy story about meeting a boy our near Moriches Bay. Apparently this kid used hieroglyphs to cast spells. He helped Percy battle a crocodile monsters.""
""The Sob of Sobek!"" Sadie blurted. ""But my 
 battled that monster. He didn't say anything about-""
""Is your brother's name Carter?"" Annabeth asked.
An angry golden aura flickered around Sadie's head-a halo of hieroglyphs that resembled frowns, fists, and dead stick men.
""As of this moment,"" Sadie growled, ""My brother's name is Punching Bag.",51,Rick Riordan,The Staff of Serapis,"['carter-kane', 'heroes-of-olympus', 'humor', 'percy-jackson', 'sadie-kane', 'the-kane-chronicles', 'the-son-of-sobek', 'the-staff-of-serapis']",weeks ago annabeth percy told crazy story meeting boy near moriches bay apparently kid used hieroglyphs cast spells helped percy battle crocodile monsters sob sobek sadie blurted battled monster anything brother's name carter annabeth asked angry golden aura flickered around sadie's head halo hieroglyphs resembled frowns fists dead stick men moment sadie growled brother's name punching bag,"This was a few weeks ago,"" Annabeth said. ""Percy told me a crazy story about meeting a boy our near Moriches Bay. Apparently this kid used hieroglyphs to cast spells. He helped Percy battle a crocodile monsters.""
""The Sob of Sobek!"" Sadie blurted. ""But my 
 battled that monster. He didn't say anything about-""
""Is your brother's name Carter?"" Annabeth asked.
An angry golden aura flickered around Sadie's head-a halo of hieroglyphs that resembled frowns, fists, and dead stick men.
""As of this moment,"" Sadie growled, ""My brother's name is Punching Bag.",0,0.7020187110169245,POSITIVE,0.7085412740707397,0.7085412740707397,anger,0.2694085538387298,71.53773498535156,1.8545351854783731,0.4215674918027421,Very Positive
But I know loving someone means losing a part of myself.,161,Simone Elkeles,Perfect Chemistry,,know loving someone means losing part,But I know loving someone means losing a part of myself.,0,0.8396110884964337,NEGATIVE,0.9985731840133668,-0.9985731840133668,realization,0.1880953013896942,71.44013977050781,1.853942295565553,0.4212899935759395,Very Negative
"On the drive we talked easily, but we did make a small detour. After pulling into a rest stop, we made out like teenagers.",126,Nicholas Sparks,Dear John,,drive talked easily make small detour pulling rest stop made teenagers,"On the drive we talked easily, but we did make a small detour. After pulling into a rest stop, we made out like teenagers.",0,0.7341425225725495,POSITIVE,0.9068873524665833,0.9068873524665833,curiosity,0.085512489080429,51.81271743774414,1.7144363704625378,0.3559951622633345,Very Positive
"Truth has power. And if we all gravitate toward similar ideas, maybe we do so because those ideas are true...written deep within us. And when we hear the truth, even if we don't understand it, we feel that truth resonate within us...vibrating with our unconscious wisdom. Perhaps the truth is not learned by us, but rather, the truth is re-called...re-membered...-re-cognized...as that which is already inside us.",122,Dan Brown,The Lost Symbol,[],truth power gravitate toward similar ideas maybe ideas true written deep within us hear truth even understand feel truth resonate within us vibrating unconscious wisdom perhaps truth learned us rather truth called membered cognized already inside us,"Truth has power. And if we all gravitate toward similar ideas, maybe we do so because those ideas are true...written deep within us. And when we hear the truth, even if we don't understand it, we feel that truth resonate within us...vibrating with our unconscious wisdom. Perhaps the truth is not learned by us, but rather, the truth is re-called...re-membered...-re-cognized...as that which is already inside us.",0,0.3088216339416639,POSITIVE,0.9929628968238832,0.9929628968238832,realization,0.2218187898397445,29.269943237304688,1.466421880214822,0.23991361022998414,Very Positive
I never saw a wild thing sorry for itself. A small bird will drop frozen dead from a bough without ever having felt sorry for itself.,903,D.H. Lawrence,The Complete Poems,['self-pity'],never saw wild thing sorry small bird drop frozen dead bough without ever felt sorry,I never saw a wild thing sorry for itself. A small bird will drop frozen dead from a bough without ever having felt sorry for itself.,0,0.7833120102444388,NEGATIVE,0.9318970441818236,-0.9318970441818236,neutral,0.1070605665445327,83.56608581542969,1.9220300605545046,0.4531580244579469,Very Negative
Her imagination was by habit ridiculously active; when the door was not open it jumped out the window.,63,Henry James,The Portrait of a Lady,,imagination habit ridiculously active door open jumped window,Her imagination was by habit ridiculously active; when the door was not open it jumped out the window.,0,1.0,NEGATIVE,0.9971646666526794,-0.9971646666526794,excitement,0.310127705335617,128.05372619628906,2.107392220390875,0.5399155650378081,Very Negative
"You don't get it, Clary. You don't understand what it's like to live always at war, to grow up with battle and sacrifice. I guess it's not your fault. It's just how you were brought up-",148,Cassandra Clare,City of Glass,"['city-of-glass', 'isabelle-lightwood', 'life', 'mortal-instruments', 'sacrifice', 'war']",get clary understand live always war grow battle sacrifice guess fault brought,"You don't get it, Clary. You don't understand what it's like to live always at war, to grow up with battle and sacrifice. I guess it's not your fault. It's just how you were brought up-",0,1.0,NEGATIVE,0.986205756664276,-0.986205756664276,confusion,0.3471266627311706,21.632003784179688,1.3350967502345548,0.17844774630459492,Very Negative
"I find myself fascinated by a man who admits to enjoying fairy tales and uses the word ""impinge""- barely misses a beat while indulging in a brief girl-on-girl fantasy. You're a man of layers, Ford.""
Me and Shrek, we're onions.",64,Nora Roberts,Tribute,[],find fascinated man admits enjoying fairy tales uses word impinge barely misses beat indulging brief girl girl fantasy man layers ford shrek onions,"I find myself fascinated by a man who admits to enjoying fairy tales and uses the word ""impinge""- barely misses a beat while indulging in a brief girl-on-girl fantasy. You're a man of layers, Ford.""
Me and Shrek, we're onions.",0,0.5915232790620764,POSITIVE,0.998551905155182,0.998551905155182,curiosity,0.3009102940559387,110.27120971679688,2.0424621389748627,0.5095254671975796,Very Positive
"We are so used to releasing words, we don't know what to do with them if they stay. No matter how many times we let them go, they come back. The words that matter always stay.",200,David Levithan,The Realm of Possibility,['realm-of-possibility'],used releasing words know stay matter many times let go come back words matter always stay,"We are so used to releasing words, we don't know what to do with them if they stay. No matter how many times we let them go, they come back. The words that matter always stay.",-1,0.0,POSITIVE,0.9869567155838012,0.9869567155838012,confusion,0.2085799574851989,15.92703914642334,1.2021350474969186,0.11621589525683575,Very Positive
"Hey, what are you doing, little one? You want more? You are just too much . . . you . . . oh, no . . . not the quivering lip . . . oh, no.” Nalla let out a giggle. 
“Outrageous! You want more, and you know you’re going to get what you want because of The Lip. Jeez, you’ve got your father wrapped around your little finger, don’t you.",81,J.R. Ward,Father Mine,,hey little one want much oh quivering lip oh nalla let giggle outrageous want know going get want lip jeez got father wrapped around little finger,"Hey, what are you doing, little one? You want more? You are just too much . . . you . . . oh, no . . . not the quivering lip . . . oh, no.” Nalla let out a giggle. 
“Outrageous! You want more, and you know you’re going to get what you want because of The Lip. Jeez, you’ve got your father wrapped around your little finger, don’t you.",-1,0.0,NEGATIVE,0.71563321352005,-0.71563321352005,confusion,0.1430436372756958,36.23070526123047,1.5590767880251404,0.28328013083684944,Very Negative
"I am Cersei of House Lannister, a lion of the Rock, the rightful queen of these Seven Kingdoms, trueborn daughter of Tywin Lannister. And hair grows back.",221,George R.R. Martin,A Dance with Dragons,"['cersei-rocks', 'lannister-pride']",cersei house lannister lion rock rightful queen seven kingdoms trueborn daughter tywin lannister hair grows back,"I am Cersei of House Lannister, a lion of the Rock, the rightful queen of these Seven Kingdoms, trueborn daughter of Tywin Lannister. And hair grows back.",0,1.0,POSITIVE,0.9920220375061036,0.9920220375061036,pride,0.1521520763635635,50.53288650512695,1.7035741064203893,0.3509111509729084,Very Positive
"Out, out, brief candle! Life's but a walking shadow, a poor player that struts and frets his hour upon the stage and is heard no more. It is a tale told by an idiot, full of sound and fury, signifying nothing.",397,William Shakespeare,Macbeth,,brief candle life's walking shadow poor player struts frets hour upon stage heard tale told idiot full sound fury signifying nothing,"Out, out, brief candle! Life's but a walking shadow, a poor player that struts and frets his hour upon the stage and is heard no more. It is a tale told by an idiot, full of sound and fury, signifying nothing.",-1,0.0,NEGATIVE,0.9987385869026184,-0.9987385869026184,disappointment,0.1848863959312439,88.06721496582031,1.9448142624485765,0.46382202040053644,Very Negative
"I miss you terribly sometimes, but in general I go on living with all the energy I can muster. Just as you take care of the birds and the fields every morning, every morning I wind my own spring. I give it some 36 good twists by the time I've got up, brushed my teeth, shaved, eaten breakfast, changed my clothes, left the dorm, and arrived at the university. I tell myself, ""OK, let's make this day another good one."" I hadn't noticed before, but they tell me I talk to myself a lot these days. Probably mumbling to myself while I wind my spring.",85,Haruki Murakami,Norwegian Wood,,miss terribly sometimes general go living energy muster take care birds fields every morning every morning wind spring give 36 good twists time got brushed teeth shaved eaten breakfast changed clothes left dorm arrived university tell ok let's make day another good one noticed tell talk lot days probably mumbling wind spring,"I miss you terribly sometimes, but in general I go on living with all the energy I can muster. Just as you take care of the birds and the fields every morning, every morning I wind my own spring. I give it some 36 good twists by the time I've got up, brushed my teeth, shaved, eaten breakfast, changed my clothes, left the dorm, and arrived at the university. I tell myself, ""OK, let's make this day another good one."" I hadn't noticed before, but they tell me I talk to myself a lot these days. Probably mumbling to myself while I wind my spring.",-1,0.0,POSITIVE,0.998988687992096,0.998988687992096,caring,0.1453246772289276,41.074161529541016,1.613568706694798,0.3087847152106538,Very Positive
"Nothing is more important than that you see and love the beauty that is right in front of you, or else you will have no defense against the ugliness that will hem you in and come at you in so many ways.",111,Neal Stephenson,Anathem,['ugliness'],nothing important see love beauty right front else defense ugliness hem come many ways,"Nothing is more important than that you see and love the beauty that is right in front of you, or else you will have no defense against the ugliness that will hem you in and come at you in so many ways.",0,0.9608652135587976,POSITIVE,0.9985833168029784,0.9985833168029784,realization,0.1079938933253288,19.22877311706543,1.283951575164819,0.15450958327556186,Very Positive
